year,month,day,PCA1,PCA2,AQI,Kmeans_3,Kmeans_4,Kmeans_6,Kmeans_12,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station
2013,3,3,52.57,46.52,3.0,0,0,0,2,104.75,135.5,63.71,105.67,2308.0,18.58,4.99,1016.46,-12.31,0.0,1.22,Nongzhanguan
2013,3,3,6.26,49.24,3.0,0,0,0,0,76.5,95.21,30.88,65.29,1749.92,24.54,5.03,1017.04,-11.78,0.0,1.62,Shunyi
2013,3,3,43.97,47.73,3.0,0,0,0,11,98.04,121.33,55.62,82.96,2028.96,16.92,4.99,1016.46,-12.31,0.0,1.22,Tiantan
2013,3,3,25.39,55.78,3.0,0,0,0,11,80.12,130.75,50.21,86.96,2074.58,12.08,5.57,1014.61,-12.32,0.0,1.66,Wanliu
2013,3,3,24.64,52.98,3.0,0,0,0,11,96.0,130.46,58.71,88.42,2004.0,11.5,5.26,1013.77,-11.78,0.0,1.39,Wanshouxigong
2013,3,4,18.28,-74.99,2.0,2,1,2,9,22.71,44.58,22.87,46.96,617.39,53.75,9.96,1017.65,-11.68,0.0,2.4,Aotizhongxin
2013,3,4,5.24,-65.47,1.0,2,1,2,9,20.79,36.17,22.38,30.25,583.33,66.46,9.24,1014.4,-13.47,0.0,2.38,Changping
2013,3,4,-39.2,-64.29,1.0,1,1,1,9,17.54,28.91,9.17,16.5,400.0,76.92,9.24,1014.4,-13.47,0.0,2.38,Dingling
2013,3,4,23.59,-70.74,2.0,2,1,2,5,24.29,40.88,16.51,47.67,869.57,62.29,10.56,1019.45,-14.0,0.0,2.5,Dongsi
2013,3,4,19.34,-66.17,2.0,2,1,2,9,18.25,41.96,20.21,51.33,625.0,54.5,9.96,1017.65,-11.68,0.0,2.4,Guanyuan
2013,3,4,56.23,-29.76,1.0,2,2,2,5,26.5,51.29,18.67,32.67,1170.67,67.25,9.8,1015.61,-11.95,0.0,1.54,Gucheng
2013,3,4,-16.68,-18.1,1.0,1,1,1,3,19.11,45.88,25.71,35.12,524.96,55.92,7.11,1014.49,-13.1,0.0,1.89,Huairou
2013,3,4,29.63,-69.38,2.0,2,1,2,5,22.88,35.08,14.67,49.54,674.96,62.46,10.56,1019.45,-14.0,0.0,2.5,Nongzhanguan
2013,3,4,15.27,-73.39,2.0,2,1,2,9,19.83,33.04,13.08,43.29,791.58,55.12,8.94,1020.12,-12.44,0.0,2.09,Shunyi
2013,3,4,32.57,-55.33,2.0,2,1,2,5,22.33,37.58,16.58,42.04,895.79,53.12,10.56,1019.45,-14.0,0.0,2.5,Tiantan
2013,3,4,20.25,-66.61,2.0,2,1,2,9,22.88,52.38,27.08,66.83,829.08,31.75,9.96,1017.65,-11.68,0.0,2.4,Wanliu
2013,3,4,23.59,-74.88,2.0,2,1,2,9,23.12,38.67,18.92,43.67,754.04,42.46,9.44,1016.82,-11.81,0.0,1.71,Wanshouxigong
2013,3,5,88.96,-22.42,4.0,2,2,5,8,148.88,183.79,93.88,132.83,2357.96,68.46,6.29,1010.9,-7.52,0.0,1.13,Aotizhongxin
2013,3,5,69.2,-33.27,3.0,2,2,5,8,106.96,125.17,50.71,75.29,1641.33,88.75,6.46,1007.8,-9.0,0.0,0.77,Changping
2013,3,5,38.0,-42.42,3.0,2,1,2,5,105.38,117.21,36.38,58.38,1187.38,86.5,6.46,1007.8,-9.0,0.0,0.77,Dingling
2013,3,5,83.85,-14.2,5.0,2,2,5,8,154.25,183.17,82.0,140.04,2447.61,83.04,7.21,1012.7,-7.78,0.0,0.91,Dongsi
2013,3,5,92.56,-23.59,4.0,2,2,5,8,141.17,163.71,83.38,134.75,2483.08,78.79,6.29,1010.9,-7.52,0.0,1.13,Guanyuan
2013,3,5,49.5,-7.09,4.0,2,2,2,2,136.71,172.54,75.13,73.5,1381.55,84.38,6.75,1008.88,-7.74,0.0,0.84,Gucheng
2013,3,5,47.28,-31.0,3.0,2,2,2,5,106.14,121.33,52.0,68.48,1345.32,87.96,5.68,1007.92,-8.65,0.0,1.32,Huairou
2013,3,5,83.76,-6.59,4.0,2,2,5,8,131.83,173.08,89.21,137.21,2578.88,77.58,7.21,1012.7,-7.78,0.0,0.91,Nongzhanguan
2013,3,5,60.9,-17.72,3.0,2,2,5,8,114.96,145.83,58.83,87.87,1851.96,74.54,6.45,1013.49,-7.22,0.0,1.2,Shunyi
2013,3,5,83.07,-17.67,4.0,2,2,5,8,141.67,156.38,74.33,101.67,2408.0,94.0,7.21,1012.7,-7.78,0.0,0.91,Tiantan
2013,3,5,94.34,-19.75,4.0,2,2,5,8,134.04,196.96,80.74,121.0,2530.09,48.54,6.29,1010.9,-7.52,0.0,1.13,Wanliu
2013,3,5,81.94,-18.91,4.0,2,2,5,8,148.67,171.67,79.43,102.04,2277.96,81.79,7.25,1009.92,-7.46,0.0,0.88,Wanshouxigong
2013,3,6,105.33,-10.1,5.0,2,2,5,7,223.25,265.17,116.24,142.06,3108.35,19.75,7.18,1007.48,-4.22,0.0,1.48,Aotizhongxin
2013,3,6,99.1,-1.76,5.0,2,2,5,7,235.29,257.46,99.26,121.74,3169.17,68.21,7.35,1004.35,-4.77,0.0,1.04,Changping
2013,3,6,66.4,-0.96,5.0,2,2,5,8,220.79,225.0,71.25,96.33,2166.5,73.12,7.35,1004.35,-4.77,0.0,1.04,Dingling
2013,3,6,111.31,-2.24,5.0,2,2,5,7,206.83,231.92,102.42,161.5,2991.33,28.0,8.0,1009.3,-5.38,0.0,0.78,Dongsi
2013,3,6,106.84,-1.4,5.0,2,2,5,7,205.58,229.75,127.52,154.87,3382.22,28.42,7.18,1007.48,-4.22,0.0,1.48,Guanyuan
2013,3,6,112.67,-6.25,5.0,2,2,5,7,190.92,256.29,114.08,163.36,2286.7,17.5,7.35,1005.58,-4.36,0.0,0.75,Gucheng
2013,3,6,86.24,-20.75,5.0,2,2,5,8,167.62,195.38,65.79,86.58,2095.62,80.38,5.47,1004.48,-5.6,0.0,1.24,Huairou
2013,3,6,109.86,-8.81,5.0,2,2,5,7,195.33,213.75,116.0,149.0,2843.04,30.46,8.0,1009.3,-5.38,0.0,0.78,Nongzhanguan
2013,3,6,92.84,-27.03,5.0,2,2,5,8,168.71,186.08,86.87,95.69,2313.36,49.71,6.58,1009.99,-4.8,0.0,1.2,Shunyi
2013,3,6,112.14,-2.04,5.0,2,2,5,7,193.71,206.33,96.39,126.96,3069.17,75.33,8.0,1009.3,-5.38,0.0,0.78,Tiantan
2013,3,6,111.65,3.53,5.0,2,2,5,7,229.54,276.88,104.29,130.42,3328.71,16.29,7.18,1007.48,-4.22,0.0,1.48,Wanliu
2013,3,6,113.95,-0.36,5.0,2,2,5,7,207.88,232.67,108.75,125.42,3153.79,60.04,7.88,1006.68,-4.58,0.0,0.83,Wanshouxigong
2013,3,7,92.38,6.45,6.0,2,2,5,7,263.38,316.08,97.54,147.75,3632.88,38.83,9.29,1002.32,-2.03,0.0,1.56,Aotizhongxin
2013,3,7,93.07,3.27,5.0,2,2,5,7,200.67,223.96,81.96,129.25,3257.92,41.0,9.24,999.23,-3.9,0.0,1.01,Changping
2013,3,7,57.05,-10.48,4.0,2,2,5,8,141.42,152.88,47.78,97.39,1756.35,60.33,9.24,999.23,-3.9,0.0,1.01,Dingling
2013,3,7,105.29,16.54,6.0,2,2,5,7,274.42,306.62,92.96,174.0,4249.67,53.54,9.26,1004.11,-2.55,0.0,1.17,Dongsi
2013,3,7,104.57,18.35,5.0,2,2,5,7,248.0,280.12,98.71,161.38,3949.67,46.67,9.29,1002.32,-2.03,0.0,1.56,Guanyuan
2013,3,7,105.02,18.93,5.0,2,2,5,7,243.75,308.58,83.17,155.14,4607.83,55.62,9.73,1000.3,-2.21,0.0,1.0,Gucheng
2013,3,7,85.36,-28.84,5.0,2,2,5,8,206.42,241.82,64.0,121.67,2466.38,63.58,7.63,999.4,-3.99,0.0,1.33,Huairou
2013,3,7,105.63,15.26,6.0,2,2,5,7,270.38,294.58,102.96,167.08,4158.0,47.58,9.26,1004.11,-2.55,0.0,1.17,Nongzhanguan
2013,3,7,100.48,-0.22,6.0,2,2,5,7,283.0,301.62,88.79,120.12,3524.88,52.21,8.38,1004.86,-1.92,0.0,1.15,Shunyi
2013,3,7,104.76,21.27,6.0,2,2,5,7,257.5,278.29,72.67,134.08,4416.29,55.29,9.26,1004.11,-2.55,0.0,1.17,Tiantan
2013,3,7,112.01,22.16,5.0,2,2,5,7,238.0,318.33,79.96,133.58,4733.0,25.21,9.29,1002.32,-2.03,0.0,1.56,Wanliu
2013,3,7,107.81,18.6,6.0,2,2,5,7,265.33,304.71,93.5,138.25,4420.42,38.38,9.52,1001.4,-1.95,0.0,1.15,Wanshouxigong
2013,3,8,67.36,21.91,5.0,2,2,5,2,221.46,297.96,68.56,118.84,2581.45,79.33,9.61,999.48,-1.15,0.0,1.64,Aotizhongxin
2013,3,8,49.46,25.55,5.0,2,2,0,2,182.38,239.71,58.48,90.5,2547.52,82.21,12.04,996.15,-2.87,0.0,2.1,Changping
2013,3,8,26.66,29.38,4.0,0,0,0,2,146.17,217.0,33.28,56.75,1439.04,87.58,12.04,996.15,-2.87,0.0,2.1,Dingling
2013,3,8,72.48,25.4,5.0,2,2,5,2,189.33,232.46,61.46,151.76,3199.7,104.54,9.66,1001.33,-2.5,0.0,1.68,Dongsi
2013,3,8,72.03,27.39,5.0,2,2,5,2,209.96,249.5,63.98,139.75,3117.13,106.0,9.61,999.48,-1.15,0.0,1.64,Guanyuan
2013,3,8,62.03,32.57,5.0,2,2,5,2,201.5,267.33,60.55,141.18,3017.26,106.67,10.61,997.45,-1.65,0.0,1.25,Gucheng
2013,3,8,44.64,48.58,5.0,0,0,0,11,194.88,232.25,58.56,88.81,2303.91,85.79,8.82,996.52,-2.75,0.0,2.32,Huairou
2013,3,8,75.05,25.97,5.0,2,2,5,2,217.79,239.42,69.4,129.96,3069.43,99.33,9.66,1001.33,-2.5,0.0,1.68,Nongzhanguan
2013,3,8,59.76,13.98,5.0,2,2,5,2,226.0,246.38,69.43,90.28,2790.68,95.67,8.98,1002.05,-1.72,0.0,2.32,Shunyi
2013,3,8,77.38,20.4,5.0,2,2,5,7,198.86,220.73,51.47,110.94,3371.05,102.46,9.66,1001.33,-2.5,0.0,1.68,Tiantan
2013,3,8,82.69,28.47,5.0,2,2,5,7,210.62,273.71,60.68,121.03,4522.55,64.46,9.61,999.48,-1.15,0.0,1.64,Wanliu
2013,3,8,75.24,15.79,5.0,2,2,5,7,223.42,257.92,63.4,119.87,3491.22,91.33,10.25,998.54,-1.74,0.0,1.68,Wanshouxigong
2013,3,9,-22.04,1.57,3.0,1,0,4,3,62.04,211.09,33.33,45.0,1178.96,73.92,6.98,1004.39,-10.16,0.0,3.39,Aotizhongxin
2013,3,9,-55.08,24.39,3.0,1,3,3,4,58.25,200.21,28.25,32.38,937.42,102.25,7.11,1001.67,-11.38,0.0,3.29,Changping
2013,3,9,-88.57,34.57,3.0,1,3,3,6,59.83,223.67,12.96,35.67,662.42,100.96,7.11,1001.67,-11.38,0.0,3.29,Dingling
2013,3,9,-9.45,2.5,3.0,0,0,4,10,58.92,201.87,31.96,56.87,1260.61,97.08,7.23,1006.13,-12.1,0.0,4.0,Dongsi
2013,3,9,-23.09,3.54,3.0,1,0,4,3,51.75,197.09,36.71,49.83,1024.83,96.92,6.98,1004.39,-10.16,0.0,3.39,Guanyuan
2013,3,9,-40.44,-1.92,3.0,1,3,4,3,59.33,242.5,20.43,41.91,960.87,102.12,7.62,1002.32,-11.04,0.0,2.27,Gucheng
2013,3,9,-40.24,3.67,2.0,1,3,4,3,52.12,142.75,29.57,33.43,804.35,102.5,6.2,1001.3,-11.9,0.0,3.97,Huairou
2013,3,9,-16.62,2.95,3.0,0,0,4,3,56.38,218.12,39.62,51.25,1404.08,93.42,7.23,1006.13,-12.1,0.0,4.0,Nongzhanguan
2013,3,9,26.08,49.96,3.0,0,0,0,11,98.25,175.58,41.36,62.18,1736.18,78.38,6.79,1006.77,-10.85,0.0,4.58,Shunyi
2013,3,9,-7.64,7.71,3.0,0,0,4,10,60.33,206.3,26.62,41.62,1387.29,88.92,7.23,1006.13,-12.1,0.0,4.0,Tiantan
2013,3,9,-13.82,3.2,3.0,0,0,4,3,66.0,205.81,25.8,44.72,1277.18,61.71,6.98,1004.39,-10.16,0.0,3.39,Wanliu
2013,3,9,-14.53,0.03,3.0,0,1,4,3,57.25,234.79,31.0,40.17,1182.48,83.92,7.38,1003.39,-10.78,0.0,3.12,Wanshouxigong
2013,3,10,9.43,-57.58,2.0,2,1,2,9,34.29,68.92,22.92,49.67,708.33,82.67,5.26,1020.49,-12.85,0.0,2.44,Aotizhongxin
2013,3,10,7.89,-69.82,1.0,2,1,2,9,30.25,50.12,20.75,34.29,604.35,97.29,7.29,1017.02,-16.72,0.0,2.35,Changping
2013,3,10,-39.53,-58.21,1.0,1,1,1,1,25.79,40.59,11.25,15.5,379.17,94.0,7.29,1017.02,-16.72,0.0,2.35,Dingling
2013,3,10,9.97,-28.66,2.0,2,1,2,9,36.33,66.46,19.25,53.21,913.0,95.12,5.79,1022.5,-15.11,0.0,2.33,Dongsi
2013,3,10,5.51,-51.84,2.0,2,1,2,9,34.08,59.38,23.04,51.71,747.83,90.29,5.26,1020.49,-12.85,0.0,2.44,Guanyuan
2013,3,10,29.37,-66.6,2.0,2,1,2,5,41.58,75.54,20.04,46.88,799.96,98.62,6.42,1018.58,-14.7,0.0,1.98,Gucheng
2013,3,10,-8.16,-54.3,2.0,1,1,1,9,43.62,68.92,32.25,46.58,762.5,90.54,3.73,1017.32,-14.14,0.0,1.74,Huairou
2013,3,10,-4.64,-41.82,2.0,1,1,2,9,35.88,50.38,20.58,55.08,760.87,94.38,5.79,1022.5,-15.11,0.0,2.33,Nongzhanguan
2013,3,10,24.5,-34.87,2.0,2,1,2,5,52.8,71.4,27.86,54.07,835.71,49.08,5.05,1023.11,-13.23,0.0,2.15,Shunyi
2013,3,10,9.62,-39.81,2.0,2,1,2,9,38.29,66.5,20.67,44.79,830.35,89.75,5.79,1022.5,-15.11,0.0,2.33,Tiantan
2013,3,10,33.62,-62.28,2.0,2,1,2,5,38.08,71.46,18.96,61.17,816.62,67.46,5.26,1020.49,-12.85,0.0,2.44,Wanliu
2013,3,10,12.11,-35.5,2.0,2,1,2,9,35.08,48.17,23.33,44.33,875.0,82.42,5.29,1019.85,-14.08,0.0,2.17,Wanshouxigong
2013,3,11,48.82,-12.47,4.0,2,2,2,5,123.79,178.29,86.88,90.67,1670.75,75.25,5.54,1013.66,-6.62,0.0,1.57,Aotizhongxin
2013,3,11,52.31,-15.39,4.0,2,2,2,8,123.96,163.79,79.12,84.83,1716.42,88.58,5.36,1010.51,-8.42,0.0,1.26,Changping
2013,3,11,37.75,-28.38,4.0,2,1,2,5,117.71,150.17,61.96,68.08,1290.68,90.67,5.36,1010.51,-8.42,0.0,1.26,Dingling
2013,3,11,25.9,-12.98,3.0,2,1,2,10,111.62,149.79,75.12,83.12,1278.0,86.67,7.18,1015.58,-7.65,0.0,1.52,Dongsi
2013,3,11,57.55,-25.41,4.0,2,2,2,8,119.33,162.96,106.83,91.83,1699.75,85.17,5.54,1013.66,-6.62,0.0,1.57,Guanyuan
2013,3,11,72.41,-15.74,4.0,2,2,5,8,138.0,197.12,96.0,106.17,2203.75,91.54,5.78,1011.65,-7.25,0.0,0.98,Gucheng
2013,3,11,33.43,-15.0,4.0,2,1,2,5,119.54,141.88,73.0,72.38,1295.67,70.96,4.88,1010.81,-8.55,0.0,1.4,Huairou
2013,3,11,47.62,-27.03,3.0,2,2,2,5,113.04,134.04,86.33,87.0,1337.33,87.04,7.18,1015.58,-7.65,0.0,1.52,Nongzhanguan
2013,3,11,44.52,-10.72,4.0,2,2,2,5,124.92,157.12,86.83,74.46,1603.88,64.92,6.48,1016.38,-6.84,0.0,1.6,Shunyi
2013,3,11,50.02,-22.68,4.0,2,2,2,5,122.04,143.83,82.58,73.33,1449.88,88.08,7.18,1015.58,-7.65,0.0,1.52,Tiantan
2013,3,11,72.65,-14.36,4.0,2,2,5,8,139.96,197.92,79.88,89.92,2295.43,56.42,5.54,1013.66,-6.62,0.0,1.57,Wanliu
2013,3,11,53.04,-19.86,4.0,2,2,2,5,120.21,144.38,97.75,74.38,1624.79,74.54,5.75,1012.8,-7.25,0.0,1.18,Wanshouxigong
2013,3,12,9.4,51.84,4.0,0,0,0,0,122.79,117.17,27.5,72.88,1634.7,36.58,4.6,1008.81,1.35,0.12,1.08,Aotizhongxin
2013,3,12,30.8,44.94,4.0,0,0,0,11,137.83,143.54,42.46,80.92,1816.38,35.88,5.19,1005.91,-0.66,0.09,1.21,Changping
2013,3,12,17.6,49.07,4.0,0,0,0,0,138.08,136.79,27.33,70.58,1545.5,43.04,5.19,1005.91,-0.66,0.09,1.21,Dingling
2013,3,12,6.55,52.29,4.0,0,0,0,0,126.75,125.83,28.42,88.88,1408.08,45.75,5.1,1010.8,1.12,0.22,1.18,Dongsi
2013,3,12,22.97,51.99,4.0,0,0,0,11,117.71,114.38,36.17,86.75,1858.21,39.5,4.6,1008.81,1.35,0.12,1.08,Guanyuan
2013,3,12,44.47,46.22,4.0,0,0,0,2,137.08,139.92,27.38,101.75,2053.92,39.67,5.18,1006.91,0.42,0.14,0.98,Gucheng
2013,3,12,-24.05,59.39,3.0,0,0,4,0,106.54,104.67,29.83,81.75,1208.17,41.88,4.94,1005.86,-0.71,0.06,1.63,Huairou
2013,3,12,47.21,47.39,4.0,0,0,0,2,127.83,120.12,38.54,90.79,1999.71,50.17,5.1,1010.8,1.12,0.22,1.18,Nongzhanguan
2013,3,12,3.91,54.27,4.0,0,0,0,0,115.88,113.71,27.92,65.0,1533.29,43.67,4.73,1011.47,0.75,0.12,1.32,Shunyi
2013,3,12,36.99,51.51,4.0,0,0,0,11,126.96,120.25,26.42,69.29,2028.79,47.42,5.1,1010.8,1.12,0.22,1.18,Tiantan
2013,3,12,52.57,44.95,4.0,0,0,0,2,134.38,148.46,24.61,84.82,2249.75,21.0,4.6,1008.81,1.35,0.12,1.08,Wanliu
2013,3,12,28.21,45.85,4.0,0,0,0,11,123.71,100.58,31.04,72.92,1820.58,33.42,5.16,1007.94,0.89,0.27,1.08,Wanshouxigong
2013,3,13,-8.18,-70.92,1.0,1,1,1,9,16.04,19.33,16.25,36.08,504.17,71.88,4.93,1022.48,-10.05,0.0,2.33,Aotizhongxin
2013,3,13,-14.31,-67.63,1.0,1,1,1,9,13.25,17.67,12.92,25.0,437.5,85.08,4.74,1019.4,-13.32,0.0,2.13,Changping
2013,3,13,-34.18,-66.57,1.0,1,1,1,9,10.96,15.42,5.04,10.29,260.87,85.71,4.74,1019.4,-13.32,0.0,2.13,Dingling
2013,3,13,-5.66,-51.53,1.0,1,1,1,9,18.46,23.88,12.17,36.0,509.52,79.5,4.36,1024.75,-11.82,0.0,2.02,Dongsi
2013,3,13,1.71,-72.95,2.0,2,1,2,9,14.67,19.5,15.12,43.17,550.0,74.46,4.93,1022.48,-10.05,0.0,2.33,Guanyuan
2013,3,13,5.0,-66.42,2.0,2,1,2,9,28.58,39.0,10.88,46.46,756.52,64.62,4.85,1020.54,-10.35,0.0,1.64,Gucheng
2013,3,13,-15.17,-66.06,1.0,1,1,1,9,10.58,16.46,15.08,19.25,322.73,85.46,2.45,1019.56,-13.34,0.0,2.75,Huairou
2013,3,13,-9.05,-63.6,1.0,1,1,1,9,19.38,16.87,13.71,38.67,508.33,78.21,4.36,1024.75,-11.82,0.0,2.02,Nongzhanguan
2013,3,13,-9.75,-65.42,1.0,1,1,1,9,14.17,18.46,11.88,24.46,421.74,76.62,3.52,1025.45,-12.49,0.0,2.2,Shunyi
2013,3,13,-5.49,-64.42,1.0,1,1,1,9,16.92,22.67,12.67,32.04,600.0,74.0,4.36,1024.75,-11.82,0.0,2.02,Tiantan
2013,3,13,-7.42,-58.7,2.0,1,1,1,9,21.71,30.88,18.54,70.25,645.79,47.46,4.93,1022.48,-10.05,0.0,2.33,Wanliu
2013,3,13,6.5,-63.05,1.0,2,1,2,9,21.71,19.0,14.67,34.12,634.78,62.67,5.0,1021.72,-10.5,0.0,2.04,Wanshouxigong
2013,3,14,54.46,-40.45,3.0,2,2,2,5,95.17,107.29,51.92,70.38,1337.29,68.92,3.82,1021.4,-3.59,0.0,1.95,Aotizhongxin
2013,3,14,47.27,-16.4,3.0,2,2,2,5,109.0,120.83,47.21,74.62,1491.04,81.12,3.49,1018.31,-4.69,0.0,1.5,Changping
2013,3,14,27.91,-13.29,3.0,2,1,2,10,107.83,107.0,35.92,64.54,1253.92,81.29,3.49,1018.31,-4.69,0.0,1.5,Dingling
2013,3,14,58.34,-38.98,3.0,2,2,2,5,97.5,105.33,52.33,71.75,1437.29,78.88,3.96,1023.47,-4.99,0.0,1.86,Dongsi
2013,3,14,56.52,-38.02,3.0,2,2,2,5,93.58,104.25,65.5,73.0,1486.96,76.08,3.82,1021.4,-3.59,0.0,1.95,Guanyuan
2013,3,14,70.24,-37.76,3.0,2,2,5,8,100.58,115.42,48.54,80.33,1608.08,80.04,3.98,1019.43,-3.98,0.0,1.35,Gucheng
2013,3,14,44.12,-28.27,3.0,2,2,2,5,108.0,120.79,32.46,78.21,1470.58,79.25,2.0,1018.57,-4.95,0.0,1.56,Huairou
2013,3,14,63.71,-42.21,3.0,2,2,2,8,87.46,96.08,61.79,75.38,1399.91,86.5,3.96,1023.47,-4.99,0.0,1.86,Nongzhanguan
2013,3,14,39.06,-33.09,3.0,2,1,2,5,90.12,100.29,38.25,68.79,1270.79,74.12,3.51,1024.26,-4.58,0.0,1.73,Shunyi
2013,3,14,56.87,-39.91,3.0,2,2,2,5,83.88,98.42,56.13,61.92,1366.43,78.46,3.96,1023.47,-4.99,0.0,1.86,Tiantan
2013,3,14,57.9,-37.85,3.0,2,2,2,5,104.38,120.46,57.08,92.42,1454.04,61.04,3.82,1021.4,-3.59,0.0,1.95,Wanliu
2013,3,14,62.28,-38.67,3.0,2,2,2,8,85.58,85.54,56.38,64.42,1583.21,66.92,4.3,1020.58,-4.28,0.0,1.71,Wanshouxigong
2013,3,15,68.92,-11.51,5.0,2,2,5,8,212.29,250.62,75.58,99.42,2116.5,44.21,6.4,1014.5,-1.07,0.0,1.42,Aotizhongxin
2013,3,15,66.49,-22.69,5.0,2,2,5,8,183.29,198.08,65.96,86.67,1866.42,58.29,5.67,1011.36,-2.45,0.0,0.94,Changping
